sample_id,asset,split,input_start_date,input_end_date,target_date,current_label,target_label,target_code
1047,TLT,train,2017-07-27,2017-09-07,2017-09-14,Neutral,Neutral,1
1048,GLD,train,2017-08-03,2017-09-14,2017-09-21,Neutral,Neutral,1
1049,QQQ,train,2017-08-03,2017-09-14,2017-09-21,Neutral,Bull,2
1050,SPY,train,2017-08-03,2017-09-14,2017-09-21,Bear,Bull,2
1051,TLT,train,2017-08-03,2017-09-14,2017-09-21,Neutral,Neutral,1
1052,GLD,train,2017-08-10,2017-09-21,2017-09-28,Neutral,Neutral,1
1053,QQQ,train,2017-08-10,2017-09-21,2017-09-28,Bull,Bear,0
1054,SPY,train,2017-08-10,2017-09-21,2017-09-28,Bull,Bull,2
1055,TLT,train,2017-08-10,2017-09-21,2017-09-28,Neutral,Neutral,1
1056,GLD,train,2017-08-17,2017-09-28,2017-10-05,Neutral,Neutral,1
1057,QQQ,train,2017-08-17,2017-09-28,2017-10-05,Bear,Neutral,1
1058,SPY,train,2017-08-17,2017-09-28,2017-10-05,Bull,Bull,2
1059,TLT,train,2017-08-17,2017-09-28,2017-10-05,Neutral,Neutral,1
1060,GLD,train,2017-08-24,2017-10-05,2017-10-12,Neutral,Neutral,1
1061,QQQ,train,2017-08-24,2017-10-05,2017-10-12,Neutral,Bull,2
1062,SPY,train,2017-08-24,2017-10-05,2017-10-12,Bull,Bull,2
1063,TLT,train,2017-08-24,2017-10-05,2017-10-12,Neutral,Neutral,1
1064,GLD,train,2017-08-31,2017-10-12,2017-10-19,Neutral,Neutral,1
1065,QQQ,train,2017-08-31,2017-10-12,2017-10-19,Bull,Neutral,1
1066,SPY,train,2017-08-31,2017-10-12,2017-10-19,Bull,Bull,2
1067,TLT,train,2017-08-31,2017-10-12,2017-10-19,Neutral,Neutral,1
1068,GLD,train,2017-09-08,2017-10-19,2017-10-26,Neutral,Neutral,1
1069,QQQ,train,2017-09-08,2017-10-19,2017-10-26,Neutral,Neutral,1
1070,SPY,train,2017-09-08,2017-10-19,2017-10-26,Bull,Bull,2
1071,TLT,train,2017-09-08,2017-10-19,2017-10-26,Neutral,Neutral,1
1072,GLD,train,2017-09-15,2017-10-26,2017-11-02,Neutral,Neutral,1
1073,QQQ,train,2017-09-15,2017-10-26,2017-11-02,Neutral,Neutral,1
1074,SPY,train,2017-09-15,2017-10-26,2017-11-02,Bull,Bull,2
1075,TLT,train,2017-09-15,2017-10-26,2017-11-02,Neutral,Neutral,1
1076,GLD,train,2017-09-22,2017-11-02,2017-11-09,Neutral,Neutral,1
1077,QQQ,train,2017-09-22,2017-11-02,2017-11-09,Neutral,Bull,2
1078,SPY,train,2017-09-22,2017-11-02,2017-11-09,Bull,Bull,2
1079,TLT,train,2017-09-22,2017-11-02,2017-11-09,Neutral,Neutral,1
1080,GLD,train,2017-09-29,2017-11-09,2017-11-16,Neutral,Neutral,1
1081,QQQ,train,2017-09-29,2017-11-09,2017-11-16,Bull,Bull,2
1082,SPY,train,2017-09-29,2017-11-09,2017-11-16,Bull,Bull,2
1083,TLT,train,2017-09-29,2017-11-09,2017-11-16,Neutral,Neutral,1
1084,GLD,train,2017-10-06,2017-11-16,2017-11-24,Neutral,Neutral,1
1085,QQQ,train,2017-10-06,2017-11-16,2017-11-24,Bull,Bull,2
1086,SPY,train,2017-10-06,2017-11-16,2017-11-24,Bull,Bull,2
1087,TLT,train,2017-10-06,2017-11-16,2017-11-24,Neutral,Neutral,1
1088,GLD,train,2017-10-13,2017-11-24,2017-12-01,Neutral,Neutral,1
1089,QQQ,train,2017-10-13,2017-11-24,2017-12-01,Bull,Bear,0
1090,SPY,train,2017-10-13,2017-11-24,2017-12-01,Bull,Bull,2
1091,TLT,train,2017-10-13,2017-11-24,2017-12-01,Neutral,Neutral,1
1092,GLD,train,2017-10-20,2017-12-01,2017-12-08,Neutral,Neutral,1
1093,QQQ,train,2017-10-20,2017-12-01,2017-12-08,Bear,Bear,0
1094,SPY,train,2017-10-20,2017-12-01,2017-12-08,Bull,Bull,2
1095,TLT,train,2017-10-20,2017-12-01,2017-12-08,Neutral,Neutral,1
1096,GLD,train,2017-10-27,2017-12-08,2017-12-15,Neutral,Neutral,1
1097,QQQ,train,2017-10-27,2017-12-08,2017-12-15,Bear,Bull,2
1098,SPY,train,2017-10-27,2017-12-08,2017-12-15,Bull,Bull,2
1099,TLT,train,2017-10-27,2017-12-08,2017-12-15,Neutral,Neutral,1
1100,GLD,train,2017-11-03,2017-12-15,2017-12-22,Neutral,Neutral,1
1101,QQQ,train,2017-11-03,2017-12-15,2017-12-22,Bull,Bull,2
1102,SPY,train,2017-11-03,2017-12-15,2017-12-22,Bull,Bull,2
1103,TLT,train,2017-11-03,2017-12-15,2017-12-22,Neutral,Neutral,1
1104,GLD,train,2017-11-10,2017-12-22,2018-01-02,Neutral,Neutral,1
1105,QQQ,train,2017-11-10,2017-12-22,2018-01-02,Bull,Neutral,1
1106,SPY,train,2017-11-10,2017-12-22,2018-01-02,Bull,Bull,2
1107,TLT,train,2017-11-10,2017-12-22,2018-01-02,Neutral,Neutral,1
1108,GLD,train,2017-11-17,2018-01-02,2018-01-09,Neutral,Neutral,1
1109,QQQ,train,2017-11-17,2018-01-02,2018-01-09,Neutral,Bull,2
1110,SPY,train,2017-11-17,2018-01-02,2018-01-09,Bull,Bull,2
1111,TLT,train,2017-11-17,2018-01-02,2018-01-09,Neutral,Neutral,1
1112,GLD,train,2017-11-27,2018-01-09,2018-01-17,Neutral,Neutral,1
1113,QQQ,train,2017-11-27,2018-01-09,2018-01-17,Bull,Bull,2
1114,SPY,train,2017-11-27,2018-01-09,2018-01-17,Bull,Bull,2
1115,TLT,train,2017-11-27,2018-01-09,2018-01-17,Neutral,Neutral,1
1116,GLD,train,2017-12-04,2018-01-17,2018-01-24,Neutral,Neutral,1
1117,QQQ,train,2017-12-04,2018-01-17,2018-01-24,Bull,Bull,2
1118,SPY,train,2017-12-04,2018-01-17,2018-01-24,Bull,Bull,2
1119,TLT,train,2017-12-04,2018-01-17,2018-01-24,Neutral,Neutral,1
1120,GLD,train,2017-12-11,2018-01-24,2018-01-31,Neutral,Neutral,1
1121,QQQ,train,2017-12-11,2018-01-24,2018-01-31,Bull,Bull,2
1122,SPY,train,2017-12-11,2018-01-24,2018-01-31,Bull,Bear,0
1123,TLT,train,2017-12-11,2018-01-24,2018-01-31,Neutral,Neutral,1
1124,GLD,train,2017-12-18,2018-01-31,2018-02-07,Neutral,Neutral,1
1125,QQQ,train,2017-12-18,2018-01-31,2018-02-07,Bull,Bear,0
1126,SPY,train,2017-12-18,2018-01-31,2018-02-07,Bear,Neutral,1
1127,TLT,train,2017-12-18,2018-01-31,2018-02-07,Neutral,Neutral,1
1128,GLD,train,2017-12-26,2018-02-07,2018-02-14,Neutral,Bull,2
1129,QQQ,train,2017-12-26,2018-02-07,2018-02-14,Bear,Bear,0
1130,SPY,train,2017-12-26,2018-02-07,2018-02-14,Neutral,Neutral,1
1131,TLT,train,2017-12-26,2018-02-07,2018-02-14,Neutral,Bear,0
1132,GLD,train,2018-01-03,2018-02-14,2018-02-22,Bull,Bull,2
1133,QQQ,train,2018-01-03,2018-02-14,2018-02-22,Bear,Bear,0
1134,SPY,train,2018-01-03,2018-02-14,2018-02-22,Neutral,Neutral,1
1135,TLT,train,2018-01-03,2018-02-14,2018-02-22,Bear,Bear,0
1136,GLD,train,2018-01-10,2018-02-22,2018-03-01,Bull,Neutral,1
1137,QQQ,train,2018-01-10,2018-02-22,2018-03-01,Bear,Bear,0
1138,SPY,train,2018-01-10,2018-02-22,2018-03-01,Neutral,Bear,0
1139,TLT,train,2018-01-10,2018-02-22,2018-03-01,Bear,Bear,0
1140,GLD,train,2018-01-18,2018-03-01,2018-03-08,Neutral,Bull,2
1141,QQQ,train,2018-01-18,2018-03-01,2018-03-08,Bear,Bear,0
1142,SPY,train,2018-01-18,2018-03-01,2018-03-08,Bear,Neutral,1
1143,TLT,train,2018-01-18,2018-03-01,2018-03-08,Bear,Bear,0
1144,GLD,train,2018-01-25,2018-03-08,2018-03-15,Bull,Bull,2
1145,QQQ,train,2018-01-25,2018-03-08,2018-03-15,Bear,Bear,0
1146,SPY,train,2018-01-25,2018-03-08,2018-03-15,Neutral,Bear,0
1147,TLT,train,2018-01-25,2018-03-08,2018-03-15,Bear,Bear,0
1148,GLD,train,2018-02-01,2018-03-15,2018-03-22,Bull,Bull,2
1149,QQQ,train,2018-02-01,2018-03-15,2018-03-22,Bear,Bear,0
1150,SPY,train,2018-02-01,2018-03-15,2018-03-22,Bear,Bear,0
1151,TLT,train,2018-02-01,2018-03-15,2018-03-22,Bear,Bear,0
1152,GLD,train,2018-02-08,2018-03-22,2018-03-29,Bull,Bull,2
1153,QQQ,train,2018-02-08,2018-03-22,2018-03-29,Bear,Bear,0
1154,SPY,train,2018-02-08,2018-03-22,2018-03-29,Bear,Bear,0
1155,TLT,train,2018-02-08,2018-03-22,2018-03-29,Bear,Bear,0
1156,GLD,train,2018-02-15,2018-03-29,2018-04-06,Bull,Bull,2
1157,QQQ,train,2018-02-15,2018-03-29,2018-04-06,Bear,Bear,0
1158,SPY,train,2018-02-15,2018-03-29,2018-04-06,Bear,Bear,0
1159,TLT,train,2018-02-15,2018-03-29,2018-04-06,Bear,Bear,0
1160,GLD,train,2018-02-23,2018-04-06,2018-04-13,Bull,Bull,2
1161,QQQ,train,2018-02-23,2018-04-06,2018-04-13,Bear,Bear,0
1162,SPY,train,2018-02-23,2018-04-06,2018-04-13,Bear,Bear,0
1163,TLT,train,2018-02-23,2018-04-06,2018-04-13,Bear,Bear,0
1164,GLD,train,2018-03-02,2018-04-13,2018-04-20,Bull,Neutral,1
1165,QQQ,train,2018-03-02,2018-04-13,2018-04-20,Bear,Bear,0
1166,SPY,train,2018-03-02,2018-04-13,2018-04-20,Bear,Bear,0
1167,TLT,train,2018-03-02,2018-04-13,2018-04-20,Bear,Bear,0
1168,GLD,train,2018-03-09,2018-04-20,2018-04-27,Neutral,Bull,2
1169,QQQ,train,2018-03-09,2018-04-20,2018-04-27,Bear,Bear,0
1170,SPY,train,2018-03-09,2018-04-20,2018-04-27,Bear,Bear,0
1171,TLT,train,2018-03-09,2018-04-20,2018-04-27,Bear,Bear,0
1172,GLD,train,2018-03-16,2018-04-27,2018-05-04,Bull,Bull,2
1173,QQQ,train,2018-03-16,2018-04-27,2018-05-04,Bear,Bear,0
1174,SPY,train,2018-03-16,2018-04-27,2018-05-04,Bear,Bear,0
1175,TLT,train,2018-03-16,2018-04-27,2018-05-04,Bear,Bear,0
1176,GLD,train,2018-03-23,2018-05-04,2018-05-11,Bull,Bull,2
1177,QQQ,train,2018-03-23,2018-05-04,2018-05-11,Bear,Bear,0
1178,SPY,train,2018-03-23,2018-05-04,2018-05-11,Bear,Bear,0
1179,TLT,train,2018-03-23,2018-05-04,2018-05-11,Bear,Bear,0
1180,GLD,train,2018-04-02,2018-05-11,2018-05-18,Bull,Neutral,1
1181,QQQ,train,2018-04-02,2018-05-11,2018-05-18,Bear,Bear,0
1182,SPY,train,2018-04-02,2018-05-11,2018-05-18,Bear,Bear,0
1183,TLT,train,2018-04-02,2018-05-11,2018-05-18,Bear,Bear,0
1184,GLD,train,2018-04-09,2018-05-18,2018-05-25,Neutral,Neutral,1
1185,QQQ,train,2018-04-09,2018-05-18,2018-05-25,Bear,Neutral,1
1186,SPY,train,2018-04-09,2018-05-18,2018-05-25,Bear,Bear,0
1187,TLT,train,2018-04-09,2018-05-18,2018-05-25,Bear,Bear,0
1188,GLD,train,2018-04-16,2018-05-25,2018-06-04,Neutral,Neutral,1
1189,QQQ,train,2018-04-16,2018-05-25,2018-06-04,Neutral,Neutral,1
1190,SPY,train,2018-04-16,2018-05-25,2018-06-04,Bear,Bear,0
1191,TLT,train,2018-04-16,2018-05-25,2018-06-04,Bear,Bear,0
1192,GLD,train,2018-04-23,2018-06-04,2018-06-11,Neutral,Neutral,1
1193,QQQ,train,2018-04-23,2018-06-04,2018-06-11,Neutral,Bull,2
1194,SPY,train,2018-04-23,2018-06-04,2018-06-11,Bear,Neutral,1
1195,TLT,train,2018-04-23,2018-06-04,2018-06-11,Bear,Bear,0
1196,GLD,train,2018-04-30,2018-06-11,2018-06-18,Neutral,Bull,2
1197,QQQ,train,2018-04-30,2018-06-11,2018-06-18,Bull,Bull,2
1198,SPY,train,2018-04-30,2018-06-11,2018-06-18,Neutral,Neutral,1
1199,TLT,train,2018-04-30,2018-06-11,2018-06-18,Bear,Bear,0
1200,GLD,train,2018-05-07,2018-06-18,2018-06-25,Bull,Neutral,1
1201,QQQ,train,2018-05-07,2018-06-18,2018-06-25,Bull,Bear,0
1202,SPY,train,2018-05-07,2018-06-18,2018-06-25,Neutral,Bear,0
1203,TLT,train,2018-05-07,2018-06-18,2018-06-25,Bear,Bull,2
1204,GLD,train,2018-05-14,2018-06-25,2018-07-02,Neutral,Bear,0
1205,QQQ,train,2018-05-14,2018-06-25,2018-07-02,Bear,Bear,0
1206,SPY,train,2018-05-14,2018-06-25,2018-07-02,Bear,Bear,0
1207,TLT,train,2018-05-14,2018-06-25,2018-07-02,Bull,Bull,2
1208,GLD,train,2018-05-21,2018-07-02,2018-07-10,Bear,Neutral,1
1209,QQQ,train,2018-05-21,2018-07-02,2018-07-10,Bear,Bear,0
1210,SPY,train,2018-05-21,2018-07-02,2018-07-10,Bear,Neutral,1
1211,TLT,train,2018-05-21,2018-07-02,2018-07-10,Bull,Bull,2
1212,GLD,train,2018-05-29,2018-07-10,2018-07-17,Neutral,Bear,0
1213,QQQ,train,2018-05-29,2018-07-10,2018-07-17,Bear,Bull,2
1214,SPY,train,2018-05-29,2018-07-10,2018-07-17,Neutral,Neutral,1
1215,TLT,train,2018-05-29,2018-07-10,2018-07-17,Bull,Bull,2
1216,GLD,train,2018-06-05,2018-07-17,2018-07-24,Bear,Bear,0
1217,QQQ,train,2018-06-05,2018-07-17,2018-07-24,Bull,Bear,0
1218,SPY,train,2018-06-05,2018-07-17,2018-07-24,Neutral,Neutral,1
1219,TLT,train,2018-06-05,2018-07-17,2018-07-24,Bull,Bull,2
1220,GLD,train,2018-06-12,2018-07-24,2018-07-31,Bear,Bear,0
1221,QQQ,train,2018-06-12,2018-07-24,2018-07-31,Bear,Bear,0
1222,SPY,train,2018-06-12,2018-07-24,2018-07-31,Neutral,Neutral,1
1223,TLT,train,2018-06-12,2018-07-24,2018-07-31,Bull,Bull,2
1224,GLD,train,2018-06-19,2018-07-31,2018-08-07,Bear,Bear,0
1225,QQQ,train,2018-06-19,2018-07-31,2018-08-07,Bear,Bear,0
1226,SPY,train,2018-06-19,2018-07-31,2018-08-07,Neutral,Bull,2
1227,TLT,train,2018-06-19,2018-07-31,2018-08-07,Bull,Bull,2
1228,GLD,train,2018-06-26,2018-08-07,2018-08-14,Bear,Bear,0
1229,QQQ,train,2018-06-26,2018-08-07,2018-08-14,Bear,Bear,0
1230,SPY,train,2018-06-26,2018-08-07,2018-08-14,Bull,Bull,2
1231,TLT,train,2018-06-26,2018-08-07,2018-08-14,Bull,Bull,2
1232,GLD,train,2018-07-03,2018-08-14,2018-08-21,Bear,Bear,0
1233,QQQ,train,2018-07-03,2018-08-14,2018-08-21,Bear,Neutral,1
1234,SPY,train,2018-07-03,2018-08-14,2018-08-21,Bull,Bull,2
1235,TLT,train,2018-07-03,2018-08-14,2018-08-21,Bull,Bull,2
1236,GLD,train,2018-07-11,2018-08-21,2018-08-28,Bear,Bear,0
1237,QQQ,train,2018-07-11,2018-08-21,2018-08-28,Neutral,Neutral,1
1238,SPY,train,2018-07-11,2018-08-21,2018-08-28,Bull,Bull,2
1239,TLT,train,2018-07-11,2018-08-21,2018-08-28,Bull,Bull,2
1240,GLD,train,2018-07-18,2018-08-28,2018-09-05,Bear,Bear,0
1241,QQQ,train,2018-07-18,2018-08-28,2018-09-05,Neutral,Neutral,1
1242,SPY,train,2018-07-18,2018-08-28,2018-09-05,Bull,Bull,2
1243,TLT,train,2018-07-18,2018-08-28,2018-09-05,Bull,Bull,2
1244,GLD,train,2018-07-25,2018-09-05,2018-09-12,Bear,Bear,0
1245,QQQ,train,2018-07-25,2018-09-05,2018-09-12,Neutral,Neutral,1
1246,SPY,train,2018-07-25,2018-09-05,2018-09-12,Bull,Bull,2
1247,TLT,train,2018-07-25,2018-09-05,2018-09-12,Bull,Bull,2
1248,GLD,train,2018-08-01,2018-09-12,2018-09-19,Bear,Bear,0
1249,QQQ,train,2018-08-01,2018-09-12,2018-09-19,Neutral,Neutral,1
1250,SPY,train,2018-08-01,2018-09-12,2018-09-19,Bull,Bull,2
1251,TLT,train,2018-08-01,2018-09-12,2018-09-19,Bull,Bull,2
1252,GLD,train,2018-08-08,2018-09-19,2018-09-26,Bear,Bear,0
1253,QQQ,train,2018-08-08,2018-09-19,2018-09-26,Neutral,Neutral,1
1254,SPY,train,2018-08-08,2018-09-19,2018-09-26,Bull,Bull,2
1255,TLT,train,2018-08-08,2018-09-19,2018-09-26,Bull,Bull,2
1256,GLD,train,2018-08-15,2018-09-26,2018-10-03,Bear,Bear,0
1257,QQQ,train,2018-08-15,2018-09-26,2018-10-03,Neutral,Neutral,1
1258,SPY,train,2018-08-15,2018-09-26,2018-10-03,Bull,Bull,2
1259,TLT,train,2018-08-15,2018-09-26,2018-10-03,Bull,Bear,0
1260,GLD,train,2018-08-22,2018-10-03,2018-10-10,Bear,Bear,0
1261,QQQ,train,2018-08-22,2018-10-03,2018-10-10,Neutral,Bear,0
1262,SPY,train,2018-08-22,2018-10-03,2018-10-10,Bull,Bear,0
1263,TLT,train,2018-08-22,2018-10-03,2018-10-10,Bear,Neutral,1
1264,GLD,train,2018-08-29,2018-10-10,2018-10-17,Bear,Neutral,1
1265,QQQ,train,2018-08-29,2018-10-10,2018-10-17,Bear,Bear,0
1266,SPY,train,2018-08-29,2018-10-10,2018-10-17,Bear,Bear,0
1267,TLT,train,2018-08-29,2018-10-10,2018-10-17,Neutral,Neutral,1
1268,GLD,train,2018-09-06,2018-10-17,2018-10-24,Neutral,Neutral,1
1269,QQQ,train,2018-09-06,2018-10-17,2018-10-24,Bear,Bear,0
1270,SPY,train,2018-09-06,2018-10-17,2018-10-24,Bear,Bear,0
1271,TLT,train,2018-09-06,2018-10-17,2018-10-24,Neutral,Neutral,1
1272,GLD,train,2018-09-13,2018-10-24,2018-10-31,Neutral,Bear,0
1273,QQQ,train,2018-09-13,2018-10-24,2018-10-31,Bear,Neutral,1
1274,SPY,train,2018-09-13,2018-10-24,2018-10-31,Bear,Bear,0
1275,TLT,train,2018-09-13,2018-10-24,2018-10-31,Neutral,Neutral,1
1276,GLD,train,2018-09-20,2018-10-31,2018-11-07,Bear,Neutral,1
1277,QQQ,train,2018-09-20,2018-10-31,2018-11-07,Neutral,Neutral,1
1278,SPY,train,2018-09-20,2018-10-31,2018-11-07,Bear,Bear,0
1279,TLT,train,2018-09-20,2018-10-31,2018-11-07,Neutral,Neutral,1
1280,GLD,train,2018-09-27,2018-11-07,2018-11-14,Neutral,Neutral,1
1281,QQQ,train,2018-09-27,2018-11-07,2018-11-14,Neutral,Bear,0
1282,SPY,train,2018-09-27,2018-11-07,2018-11-14,Bear,Neutral,1
1283,TLT,train,2018-09-27,2018-11-07,2018-11-14,Neutral,Bear,0
1284,GLD,train,2018-10-04,2018-11-14,2018-11-21,Neutral,Neutral,1
1285,QQQ,train,2018-10-04,2018-11-14,2018-11-21,Bear,Bear,0
1286,SPY,train,2018-10-04,2018-11-14,2018-11-21,Neutral,Bear,0
1287,TLT,train,2018-10-04,2018-11-14,2018-11-21,Bear,Bear,0
1288,GLD,train,2018-10-11,2018-11-21,2018-11-29,Neutral,Neutral,1
1289,QQQ,train,2018-10-11,2018-11-21,2018-11-29,Bear,Neutral,1
1290,SPY,train,2018-10-11,2018-11-21,2018-11-29,Bear,Bear,0
1291,TLT,train,2018-10-11,2018-11-21,2018-11-29,Bear,Bear,0
1292,GLD,train,2018-10-18,2018-11-29,2018-12-07,Neutral,Bull,2
1293,QQQ,train,2018-10-18,2018-11-29,2018-12-07,Neutral,Bear,0
1294,SPY,train,2018-10-18,2018-11-29,2018-12-07,Bear,Bear,0
1295,TLT,train,2018-10-18,2018-11-29,2018-12-07,Bear,Neutral,1
1296,GLD,train,2018-10-25,2018-12-07,2018-12-14,Bull,Bull,2
1297,QQQ,train,2018-10-25,2018-12-07,2018-12-14,Bear,Bear,0
1298,SPY,train,2018-10-25,2018-12-07,2018-12-14,Bear,Bear,0
1299,TLT,train,2018-10-25,2018-12-07,2018-12-14,Neutral,Neutral,1
1300,GLD,train,2018-11-01,2018-12-14,2018-12-21,Bull,Bull,2
1301,QQQ,train,2018-11-01,2018-12-14,2018-12-21,Bear,Bear,0
1302,SPY,train,2018-11-01,2018-12-14,2018-12-21,Bear,Bear,0
1303,TLT,train,2018-11-01,2018-12-14,2018-12-21,Neutral,Neutral,1
1304,GLD,train,2018-11-08,2018-12-21,2018-12-31,Bull,Bull,2
1305,QQQ,train,2018-11-08,2018-12-21,2018-12-31,Bear,Bear,0
1306,SPY,train,2018-11-08,2018-12-21,2018-12-31,Bear,Bear,0
1307,TLT,train,2018-11-08,2018-12-21,2018-12-31,Neutral,Neutral,1
1308,GLD,train,2018-11-15,2018-12-31,2019-01-08,Bull,Bull,2
1309,QQQ,train,2018-11-15,2018-12-31,2019-01-08,Bear,Bear,0
1310,SPY,train,2018-11-15,2018-12-31,2019-01-08,Bear,Bear,0
1311,TLT,train,2018-11-15,2018-12-31,2019-01-08,Neutral,Bull,2
1312,GLD,train,2018-11-23,2019-01-08,2019-01-15,Bull,Bull,2
1313,QQQ,train,2018-11-23,2019-01-08,2019-01-15,Bear,Bear,0
1314,SPY,train,2018-11-23,2019-01-08,2019-01-15,Bear,Bear,0
1315,TLT,train,2018-11-23,2019-01-08,2019-01-15,Bull,Bull,2
1316,GLD,train,2018-11-30,2019-01-15,2019-01-23,Bull,Bull,2
1317,QQQ,train,2018-11-30,2019-01-15,2019-01-23,Bear,Bear,0
1318,SPY,train,2018-11-30,2019-01-15,2019-01-23,Bear,Bear,0
1319,TLT,train,2018-11-30,2019-01-15,2019-01-23,Bull,Bull,2
1320,GLD,train,2018-12-10,2019-01-23,2019-01-30,Bull,Bull,2
1321,QQQ,train,2018-12-10,2019-01-23,2019-01-30,Bear,Bear,0
1322,SPY,train,2018-12-10,2019-01-23,2019-01-30,Bear,Bear,0
1323,TLT,train,2018-12-10,2019-01-23,2019-01-30,Bull,Bull,2
1324,GLD,train,2018-12-17,2019-01-30,2019-02-06,Bull,Bull,2
1325,QQQ,train,2018-12-17,2019-01-30,2019-02-06,Bear,Neutral,1
1326,SPY,train,2018-12-17,2019-01-30,2019-02-06,Bear,Bear,0
1327,TLT,train,2018-12-17,2019-01-30,2019-02-06,Bull,Neutral,1
1328,GLD,train,2018-12-24,2019-02-06,2019-02-13,Bull,Bull,2
1329,QQQ,train,2018-12-24,2019-02-06,2019-02-13,Neutral,Neutral,1
1330,SPY,train,2018-12-24,2019-02-06,2019-02-13,Bear,Bear,0
1331,TLT,train,2018-12-24,2019-02-06,2019-02-13,Neutral,Neutral,1
1332,GLD,train,2019-01-02,2019-02-13,2019-02-21,Bull,Bull,2
1333,QQQ,train,2019-01-02,2019-02-13,2019-02-21,Neutral,Neutral,1
1334,SPY,train,2019-01-02,2019-02-13,2019-02-21,Bear,Neutral,1
1335,TLT,train,2019-01-02,2019-02-13,2019-02-21,Neutral,Neutral,1
1336,GLD,train,2019-01-09,2019-02-21,2019-02-28,Bull,Bull,2
1337,QQQ,train,2019-01-09,2019-02-21,2019-02-28,Neutral,Bear,0
1338,SPY,train,2019-01-09,2019-02-21,2019-02-28,Neutral,Neutral,1
1339,TLT,train,2019-01-09,2019-02-21,2019-02-28,Neutral,Neutral,1
1340,GLD,train,2019-01-16,2019-02-28,2019-03-07,Bull,Bull,2
1341,QQQ,train,2019-01-16,2019-02-28,2019-03-07,Bear,Bear,0
1342,SPY,train,2019-01-16,2019-02-28,2019-03-07,Neutral,Neutral,1
1343,TLT,train,2019-01-16,2019-02-28,2019-03-07,Neutral,Bull,2
1344,GLD,train,2019-01-24,2019-03-07,2019-03-14,Bull,Bull,2
1345,QQQ,train,2019-01-24,2019-03-07,2019-03-14,Bear,Bear,0
1346,SPY,train,2019-01-24,2019-03-07,2019-03-14,Neutral,Neutral,1
1347,TLT,train,2019-01-24,2019-03-07,2019-03-14,Bull,Neutral,1
1348,GLD,train,2019-01-31,2019-03-14,2019-03-21,Bull,Bull,2
1349,QQQ,train,2019-01-31,2019-03-14,2019-03-21,Bear,Bear,0
1350,SPY,train,2019-01-31,2019-03-14,2019-03-21,Neutral,Neutral,1
1351,TLT,train,2019-01-31,2019-03-14,2019-03-21,Neutral,Bull,2
1352,GLD,train,2019-02-07,2019-03-21,2019-03-28,Bull,Bull,2
1353,QQQ,train,2019-02-07,2019-03-21,2019-03-28,Bear,Bear,0
1354,SPY,train,2019-02-07,2019-03-21,2019-03-28,Neutral,Neutral,1
1355,TLT,train,2019-02-07,2019-03-21,2019-03-28,Bull,Bull,2
1356,GLD,train,2019-02-14,2019-03-28,2019-04-04,Bull,Neutral,1
1357,QQQ,train,2019-02-14,2019-03-28,2019-04-04,Bear,Bear,0
1358,SPY,train,2019-02-14,2019-03-28,2019-04-04,Neutral,Neutral,1
1359,TLT,train,2019-02-14,2019-03-28,2019-04-04,Bull,Bull,2
1360,GLD,train,2019-02-22,2019-04-04,2019-04-11,Neutral,Neutral,1
1361,QQQ,train,2019-02-22,2019-04-04,2019-04-11,Bear,Bull,2
1362,SPY,train,2019-02-22,2019-04-04,2019-04-11,Neutral,Neutral,1
1363,TLT,train,2019-02-22,2019-04-04,2019-04-11,Bull,Bull,2
1364,GLD,train,2019-03-01,2019-04-11,2019-04-18,Neutral,Neutral,1
1365,QQQ,train,2019-03-01,2019-04-11,2019-04-18,Bull,Bull,2
1366,SPY,train,2019-03-01,2019-04-11,2019-04-18,Neutral,Neutral,1
1367,TLT,train,2019-03-01,2019-04-11,2019-04-18,Bull,Bear,0
1368,GLD,train,2019-03-08,2019-04-18,2019-04-26,Neutral,Neutral,1
1369,QQQ,train,2019-03-08,2019-04-18,2019-04-26,Bull,Bull,2
1370,SPY,train,2019-03-08,2019-04-18,2019-04-26,Neutral,Bull,2
1371,TLT,train,2019-03-08,2019-04-18,2019-04-26,Bear,Bear,0
1372,GLD,train,2019-03-15,2019-04-26,2019-05-03,Neutral,Neutral,1
1373,QQQ,train,2019-03-15,2019-04-26,2019-05-03,Bull,Bull,2
1374,SPY,train,2019-03-15,2019-04-26,2019-05-03,Bull,Bull,2
1375,TLT,train,2019-03-15,2019-04-26,2019-05-03,Bear,Bear,0
1376,GLD,train,2019-03-22,2019-05-03,2019-05-10,Neutral,Neutral,1
1377,QQQ,train,2019-03-22,2019-05-03,2019-05-10,Bull,Bear,0
1378,SPY,train,2019-03-22,2019-05-03,2019-05-10,Bull,Neutral,1
1379,TLT,train,2019-03-22,2019-05-03,2019-05-10,Bear,Bull,2
1380,GLD,train,2019-03-29,2019-05-10,2019-05-17,Neutral,Neutral,1
1381,QQQ,train,2019-03-29,2019-05-10,2019-05-17,Bear,Bear,0
1382,SPY,train,2019-03-29,2019-05-10,2019-05-17,Neutral,Neutral,1
1383,TLT,train,2019-03-29,2019-05-10,2019-05-17,Bull,Bull,2
1384,GLD,train,2019-04-05,2019-05-17,2019-05-24,Neutral,Neutral,1
1385,QQQ,train,2019-04-05,2019-05-17,2019-05-24,Bear,Bear,0
1386,SPY,train,2019-04-05,2019-05-17,2019-05-24,Neutral,Neutral,1
